EntrezID	SL2.5_TranscriptID
101266229	Solyc06g053300.2
101256538	Solyc02g091480.1
101253745	Solyc02g072120.2
101267831	Solyc08g079280.2
101264727	Solyc06g008230.2
101250798	Solyc05g021100.2
101258378	Solyc06g068400.2
101250045	Solyc01g057300.1
101266057	Solyc08g069130.1
101262210	Solyc08g069130.1
101252256	Solyc12g007170.1
101257676	Solyc06g084050.2
104645739	Solyc02g085090.1
101258618	Solyc11g062430.1
101256978	Solyc06g050120.2
101255613	Solyc08g068070.2
101261673	Solyc10g081410.1
101265594	Solyc01g109720.2
101263033	Solyc06g050560.2
101261383	Solyc11g010170.1
101262901	Solyc12g040870.1
101254080	Solyc04g007020.2
100037498	Solyc01g100200.2
101245623	Solyc12g005730.1
101252165	Solyc03g114070.2
101249862	Solyc01g098160.2
101258231	Solyc12g014170.1
101253301	Solyc07g065470.2
543853	Solyc01g080010.2
101259816	Solyc03g059490.1
101245702	Solyc01g109580.2
101249338	Solyc12g055830.1
543548	Solyc01g067750.2
101248172	Solyc12g005850.1
101264713	Solyc03g115450.1
101254220	Solyc07g047830.2
101246607	Solyc12g089190.1
543779	Solyc03g121070.2
101248783	Solyc06g073400.2
101249445	Solyc12g094640.1
101260373	Solyc09g065400.1
101265566	Solyc08g061490.2
101267168	Solyc01g111610.2
101262367	Solyc10g078240.1
101265882	Solyc02g079960.2
101253011	Solyc04g005680.2
101257063	Solyc04g005680.2
101253922	Solyc04g005680.2
101255630	Solyc09g091450.2
101255715	Solyc08g006960.2
101253279	Solyc02g084360.2
101252945	Solyc02g084360.2
101253617	Solyc09g007440.2
101244558	Solyc12g040320.1
101268327	Solyc01g109860.2
101262550	Solyc01g005060.2
101253833	Solyc01g106430.2
101261726	Solyc07g042930.2
101246365	Solyc08g081570.2
101244810	Solyc09g089780.2
101264817	Solyc04g074690.2
101251805	Solyc08g078550.1
101253965	Solyc11g062020.1
101259814	Solyc12g009610.1
101255476	Solyc12g056790.1
104645684	Solyc02g091310.1
101251263	Solyc12g044730.1
101267528	Solyc06g035760.2
101260492	Solyc02g094420.2
101243936	Solyc10g018520.1
101244045	Solyc10g076300.1
101249670	Solyc08g080140.2
101247309	Solyc04g014210.2
101257543	Solyc12g042640.1
101245216	Solyc10g085380.1
101261659	Solyc09g090550.2
101245454	Solyc04g077050.2
100037735	Solyc01g099590.2
101257957	Solyc04g079150.1
101246704	Solyc04g008830.1
101264401	Solyc11g066160.1
101251646	Solyc02g067980.2
101248209	Solyc11g072860.1
101260642	Solyc11g072860.1
544081	Solyc11g072860.1
101256941	Solyc11g072860.1
544080	Solyc11g072860.1
544030	Solyc08g080120.2
101256369	Solyc03g115810.2
101261200	Solyc12g014290.1
778199	Solyc07g066220.2
101254432	Solyc01g102790.2
101263208	Solyc05g012080.2
101267436	Solyc01g006890.2
101257286	Solyc08g006040.2
101264474	Solyc02g094260.1
101266277	Solyc02g023970.2
101265278	Solyc09g075450.2
101249579	Solyc01g088730.2
101260645	Solyc06g005820.2
104647135	Solyc04g071640.1
101263756	Solyc09g074340.2
101254363	Solyc12g017740.1
101245802	Solyc01g106020.2
101256158	Solyc11g069340.1
101250819	Solyc07g043660.2
101249768	Solyc10g008960.1
101250052	Solyc09g090030.1
101252662	Solyc12g013920.1
101244425	Solyc01g107290.2
101250881	Solyc04g011870.1
101250637	Solyc01g111970.2
101257052	Solyc03g098420.2
101245820	Solyc03g007090.1
101257898	Solyc01g096130.2
101263745	Solyc01g059830.2
101268590	Solyc07g064800.2
101246486	Solyc01g100450.1
101254058	Solyc02g062030.1
101247564	Solyc01g103850.2
101264330	Solyc06g009390.2
101258678	Solyc08g015620.2
101253052	Solyc11g061770.1
101245920	Solyc11g072390.1
101262456	Solyc01g090510.2
101250429	Solyc08g014050.1
101251013	Solyc08g014080.2
101257966	Solyc05g055890.2
101259018	Solyc02g069950.2
100037729	Solyc02g087970.1
101254952	Solyc01g112150.2
101268127	Solyc08g079270.2
543812	Solyc04g076880.2
543656	Solyc07g055740.1
101244917	Solyc02g093080.2
101255157	Solyc02g082800.2
101245911	Solyc02g072510.2
101253420	Solyc01g080940.2
101262888	Solyc11g066410.1
101254135	Solyc01g106450.2
101253801	Solyc07g006740.2
101256389	Solyc06g066320.2
544140	Solyc12g095860.1
101250561	Solyc11g008680.1
101266126	Solyc05g050770.2
101252597	Solyc06g062980.2
104644432	Solyc10g082050.1
544105	Solyc01g090460.2
101249155	Solyc03g081320.2
100736548	Solyc04g007710.2
101267408	Solyc05g052180.2
101257377	Solyc05g041200.2
101267244	Solyc06g069180.2
101251332	Solyc01g098230.2
101245367	Solyc06g053430.2
101257700	Solyc09g065270.2
101244685	Solyc07g062450.2
101259996	Solyc10g086280.1
101244712	Solyc09g091720.1
101254174	Solyc12g035710.1
101245381	Solyc07g064690.1
101261632	Solyc07g025230.1
104647249	Solyc05g005370.1
101250614	Solyc08g005870.1
101251453	Solyc03g083470.2
101245917	Solyc11g066830.1
101248854	Solyc12g042760.1
101265835	Solyc06g083690.2
100125891	Solyc08g006320.2
101257784	Solyc07g055850.2
101246547	Solyc07g053870.2
101264442	Solyc07g017860.2
101262822	Solyc06g060250.2
543978	Solyc06g054260.1
101252093	Solyc06g084270.2
101245690	Solyc09g005750.2
101244292	Solyc06g008450.2
101261353	Solyc08g076700.1
101244395	Solyc08g013800.2
101249615	Solyc03g063880.2
101257469	Solyc05g014370.2
101259186	Solyc09g010500.2
100527968	Solyc05g008060.2
101251065	Solyc12g007130.1
101258047	Solyc03g095860.2
543657	Solyc01g096480.2
544018	Solyc12g044630.1
101265760	Solyc08g076130.2
101256500	Solyc07g007020.2
101254034	Solyc09g090200.2
101256213	Solyc09g008450.2
101244892	Solyc08g061960.2
101244604	Solyc08g061960.2
101256571	Solyc03g097070.2
101247829	Solyc06g051210.2
101259903	Solyc11g011330.1
101247416	Solyc03g116870.2
101243714	Solyc06g018100.2
101268126	Solyc08g007510.2
101246738	Solyc08g013900.2
101257866	Solyc06g075550.2
101256793	Solyc08g066730.2
101249297	Solyc09g066150.1
101260461	Solyc08g078460.2
101261244	Solyc07g005320.2
101255867	Solyc03g122140.2
101255947	Solyc11g013440.1
101268835	Solyc02g064800.2
101249014	Solyc09g061760.1
101249255	Solyc12g094470.1
101265508	Solyc02g069740.2
101248351	Solyc02g082040.2
101255604	Solyc07g006140.2
101259864	Solyc08g015660.2
101264832	Solyc06g071630.1
101259376	Solyc01g103160.2
101265464	Solyc08g075910.1
101260000	Solyc11g005220.1
101256514	Solyc09g011240.2
101265897	Solyc12g011300.1
101246417	Solyc04g058090.2
101261596	Solyc12g088720.1
101262173	Solyc02g068530.2
544033	Solyc07g019440.2
101252005	Solyc07g043590.2
101246347	Solyc05g015520.2
101268879	Solyc07g005640.2
101265832	Solyc06g072610.2
101245975	Solyc08g075690.2
101260506	Solyc11g068480.1
101255019	Solyc08g067450.1
101264400	Solyc02g079540.1
543684	Solyc06g062920.2
101245922	Solyc12g005760.1
101251456	Solyc03g123370.2
101256876	Solyc05g014320.2
101254999	Solyc05g052710.2
101252347	Solyc02g084380.2
101249911	Solyc04g071730.2
101267103	Solyc03g111140.2
101260424	Solyc04g051590.2
101256688	Solyc07g041340.1
101267749	Solyc01g095540.2
101266384	Solyc02g078550.2
101255964	Solyc03g034190.2
101243940	Solyc01g109310.2
101253365	Solyc12g088180.1
778241	Solyc11g069190.1
101259963	Solyc08g077290.1
101262260	Solyc10g005050.2
101250549	Solyc01g108600.2
100527967	Solyc04g007690.2
101254719	Solyc08g081220.1
101251029	Solyc09g061950.1
101264445	Solyc07g063900.2
101261539	Solyc08g061100.2
101250390	Solyc03g111850.2
101245419	Solyc02g082160.1
101261056	Solyc08g076710.2
100500729	Solyc06g068860.2
104646961	Solyc04g054150.1
101255211	Solyc07g008530.1
101252577	Solyc04g015270.2
101244439	Solyc11g010510.1
101247231	Solyc06g084520.2
101247180	Solyc11g005840.1
544149	Solyc02g082920.2
101268872	Solyc06g050900.2
543971	Solyc11g066130.1
778336	Solyc02g081170.2
101252876	Solyc05g012700.2
101268325	Solyc01g108270.2
101266129	Solyc06g074980.2
101259922	Solyc03g096000.2
101254480	Solyc04g078920.2
101256541	Solyc02g084020.2
101256672	Solyc04g064490.2
101253972	Solyc12g006050.1
101251343	Solyc10g083150.1
101266417	Solyc05g012190.2
101246125	Solyc04g008850.1
543696	Solyc04g050930.2
101265974	Solyc10g079880.1
100316901	Solyc01g109300.2
101258822	Solyc11g071790.1
101253784	Solyc05g006620.2
101243822	Solyc09g059040.2
101262428	Solyc06g069410.2
100736476	Solyc05g008020.2
101261736	Solyc09g011780.2
101263291	Solyc03g059190.2
101263585	Solyc03g059200.1
101255734	Solyc09g082660.2
101244048	Solyc02g093110.2
101253748	Solyc11g044880.1
101247070	Solyc01g103800.2
101255705	Solyc06g069710.2
101265819	Solyc04g081570.2
100037730	Solyc04g082250.2
101246341	Solyc04g074950.2
101254666	Solyc03g031700.2
101251804	Solyc01g009100.2
101252773	Solyc04g071870.1
101258022	Solyc11g006420.1
101258638	Solyc03g115500.2
101245061	Solyc05g053170.2
101245946	Solyc05g018600.2
101267906	Solyc07g009150.2
101251764	Solyc03g112910.2
101256668	Solyc03g116560.1
101246190	Solyc10g018190.1
101245901	Solyc10g084040.1
101254013	Solyc08g006890.2
101257481	Solyc06g060490.2
101257682	Solyc07g043240.2
101266256	Solyc01g006490.2
101250327	Solyc01g010760.2
101246533	Solyc05g053540.2
101262825	Solyc07g006540.2
778267	Solyc03g044470.2
101252042	Solyc02g078140.2
101257485	Solyc07g053480.2
101264607	Solyc03g123910.2
101250073	Solyc02g078210.2
101247161	Solyc09g072790.2
101257376	Solyc05g052610.2
101245430	Solyc12g006940.1
101268449	Solyc11g073270.1
101266087	Solyc02g082340.2
101246391	Solyc10g084050.1
101252681	Solyc04g077510.2
101246819	Solyc04g056740.1
101264574	Solyc10g083690.2
101264117	Solyc04g079410.2
101258511	Solyc11g005140.1
101263088	Solyc03g062710.2
101263927	Solyc08g076080.2
101256894	Solyc07g055900.1
101260324	Solyc12g096230.1
101263985	Solyc03g096250.2
101252768	Solyc04g024530.2
101255264	Solyc11g051160.1
101256831	Solyc11g013490.1
101260326	Solyc03g119700.2
101268430	Solyc09g090860.2
101259798	Solyc02g087710.2
101253925	Solyc09g014170.2
101243944	Solyc10g085600.1
101268326	Solyc10g018590.1
101255366	Solyc03g007490.2
101249048	Solyc03g025880.2
101260176	Solyc09g090470.2
101249974	Solyc02g091720.1
101265930	Solyc06g008260.2
101252526	Solyc09g082400.1
101244701	Solyc09g014890.2
101264591	Solyc11g072580.1
101260057	Solyc06g076780.2
101250372	Solyc03g031460.1
101243781	Solyc04g074840.2
101252115	Solyc01g079840.2
101249218	Solyc01g110510.2
101249065	Solyc04g012060.2
101250559	Solyc02g092860.2
101252061	Solyc12g042300.1
101245441	Solyc12g056080.1
101254334	Solyc09g074800.2
101055543	Solyc12g007230.1
101253424	Solyc01g091360.2
101261350	Solyc08g079620.2
101263363	Solyc10g086390.1
101265959	Solyc01g065700.2
101246480	Solyc10g018160.1
101252988	Solyc05g051700.2
101265511	Solyc03g006700.2
101264569	Solyc02g014770.2
101244092	Solyc07g018240.1
101256039	Solyc10g006480.1
100134888	Solyc01g079200.2
101251147	Solyc11g044530.1
101266452	Solyc01g080410.2
101251313	Solyc01g022740.2
101259796	Solyc10g084660.1
543829	Solyc11g005590.1
101261051	Solyc08g015860.2
101262461	Solyc10g052880.1
101264334	Solyc06g060140.2
101265690	Solyc02g093250.2
101254625	Solyc01g007800.2
101248079	Solyc12g013710.1
101260877	Solyc01g107940.2
101259920	Solyc03g078770.2
101247086	Solyc11g010610.1
101254361	Solyc03g006270.2
101247064	Solyc01g088620.2
101258888	Solyc08g076590.2
101261681	Solyc02g082500.1
101264277	Solyc11g005370.1
101259890	Solyc10g037980.1
101246207	Solyc02g070540.2
101251457	Solyc12g098860.1
101244808	Solyc01g087120.2
101246181	Solyc09g092290.1
101264846	Solyc08g067160.2
3950382	Solyc09g064410.1
101254790	Solyc04g071760.2
101253202	Solyc07g006070.1
543741	Solyc07g007750.2
101248769	Solyc04g076040.2
101245047	Solyc03g110940.2
101267743	Solyc01g103540.2
101260830	Solyc06g060340.2
100037517	Solyc01g008340.2
101265653	Solyc07g005510.2
101253446	Solyc02g071260.2
101246565	Solyc09g072810.2
101251600	Solyc07g041940.2
101256595	Solyc06g076930.1
101249824	Solyc05g056170.2
100134879	Solyc04g081440.2
101262053	Solyc10g011660.2
101260604	Solyc02g084730.2
101244925	Solyc02g062550.2
101247555	Solyc09g066000.1
101268459	Solyc12g089000.1
101246701	Solyc12g096820.1
101250841	Solyc01g100580.2
101256386	Solyc06g049080.2
101266728	Solyc06g009650.2
101250341	Solyc01g096870.2
101244432	Solyc10g079490.1
101262383	Solyc02g064930.1
101257133	Solyc11g013520.1
101259320	Solyc03g095970.2
101249317	Solyc10g078460.1
101249034	Solyc02g091830.2
101248453	Solyc11g072450.1
543805	Solyc11g007990.1
101264414	Solyc03g114690.2
101246705	Solyc04g016540.1
543575	Solyc11g073050.1
101253296	Solyc06g075570.1
101260091	Solyc02g014300.1
101247637	Solyc07g062220.2
101249370	Solyc06g073410.2
101265626	Solyc03g121640.2
543801	Solyc10g086500.1
101264531	Solyc07g006570.2
101263205	Solyc04g025990.2
101246982	Solyc02g091930.2
101262511	Solyc04g054270.2
101262796	Solyc03g120730.2
101259026	Solyc03g006420.2
101252772	Solyc04g049800.2
101246616	Solyc03g112070.2
101265227	Solyc04g054890.2
101258912	Solyc02g083900.2
101257732	Solyc11g062400.1
101255649	Solyc11g006320.1
101250502	Solyc05g009160.2
101252248	Solyc02g079200.1
101263741	Solyc09g015380.1
101261781	Solyc11g071910.1
101259235	Solyc04g025530.2
544141	Solyc11g068540.1
101248317	Solyc07g063400.2
778315	Solyc06g074820.2
101251143	Solyc11g012050.1
101249543	Solyc04g005560.2
101260816	Solyc05g011970.2
101252202	Solyc07g064410.1
100750254	Solyc10g054840.1
101263221	Solyc06g062790.2
544207	Solyc06g060110.2
101266631	Solyc04g076860.2
101255178	Solyc12g045030.1
543800	Solyc07g026650.2
101251802	Solyc10g061970.1
101259462	Solyc10g061970.1
101251497	Solyc10g061970.1
101258206	Solyc10g061970.1
101262784	Solyc03g013160.2
778312	Solyc01g006510.2
101253624	Solyc09g082540.2
101256548	Solyc11g039650.1
101247822	Solyc05g013780.2
101258556	Solyc04g081280.2
543935	Solyc01g087250.2
101248300	Solyc05g054150.2
101266068	Solyc09g075390.2
101250164	Solyc01g102730.2
101244882	Solyc06g061070.2
101256506	Solyc08g068160.1
101263187	Solyc12g014570.1
101255971	Solyc03g097840.2
101259199	Solyc01g107860.2
101265890	Solyc11g065180.1
104645138	Solyc01g103550.1
101247418	Solyc03g116600.2
101251148	Solyc11g045610.1
101248503	Solyc08g048500.2
101262601	Solyc03g097170.2
101246377	Solyc09g075130.2
100147723	Solyc01g005000.2
101258617	Solyc02g063090.2
101257299	Solyc01g080100.2
101261922	Solyc05g051220.2
101259654	Solyc08g006120.2
101245449	Solyc04g010080.2
101257427	Solyc11g013530.1
101261344	Solyc08g005070.2
101268117	Solyc07g006720.2
101247333	Solyc06g072280.2
101248589	Solyc07g005830.2
543759	Solyc10g052470.1
101254378	Solyc04g063350.2
101263773	Solyc10g081500.1
104647326	Solyc05g013050.2
101265261	Solyc08g029110.2
101251152	Solyc11g069760.1
101244105	Solyc01g011040.2
101250809	Solyc06g070980.2
101253916	Solyc07g053590.2
101250317	Solyc07g020800.2
101259950	Solyc07g017500.2
101264296	Solyc03g062890.2
101245942	Solyc04g080630.2
101244125	Solyc10g008100.2
101247825	Solyc06g008620.1
101244392	Solyc07g045090.2
101259991	Solyc10g074870.1
101251489	Solyc07g047970.2
101261961	Solyc01g098840.2
101253061	Solyc03g025600.2
778350	Solyc01g067710.2
101246063	Solyc06g071200.2
101264639	Solyc06g083760.2
101262188	Solyc12g013850.1
101262697	Solyc12g042910.1
101253115	Solyc09g011030.2
101267476	Solyc02g078530.2
101259447	Solyc06g076800.2
101247584	Solyc11g071230.1
101260258	Solyc09g011840.1
101266144	Solyc08g007440.1
101258304	Solyc09g082760.2
778229	Solyc05g054760.2
101257844	Solyc03g083270.2
101251273	Solyc04g005440.1
101257407	Solyc09g091580.2
101251418	Solyc01g100610.2
101254854	Solyc10g078890.1
101255183	Solyc03g119950.1
101266551	Solyc09g009270.1
104645813	Solyc02g079180.1
101264774	Solyc02g091100.2
101257208	Solyc01g068250.2
101248633	Solyc02g092950.2
101254692	Solyc05g012800.1
101247938	Solyc07g041300.1
101259672	Solyc09g083320.1
101244178	Solyc04g010110.2
101253268	Solyc12g096540.1
101250533	Solyc08g081370.1
101263082	Solyc11g072210.1
101263124	Solyc06g065990.1
101254537	Solyc01g104140.2
101248377	Solyc04g008770.2
101252222	Solyc01g091310.2
101249669	Solyc08g067760.2
101256991	Solyc07g065250.2
101259438	Solyc05g014510.2
101266582	Solyc02g087280.2
101251074	Solyc12g094540.1
101248878	Solyc05g054130.2
101263076	Solyc02g077630.2
101268743	Solyc12g015790.1
101265798	Solyc11g069720.1
101260931	Solyc04g072240.2
101249062	Solyc03g115920.2
101246967	Solyc10g009070.2
543504	Solyc03g119910.2
101248989	Solyc07g056270.2
104648929	Solyc01g090110.1
101249937	Solyc07g044750.2
101268123	Solyc07g063600.2
101258436	Solyc11g072920.1
101255008	Solyc06g071520.1
101252331	Solyc01g107640.2
101246663	Solyc09g083420.2
101253630	Solyc10g039390.1
101260846	Solyc08g080910.2
101257061	Solyc04g015040.2
101248549	Solyc12g010390.1
101254165	Solyc03g005180.1
101245278	Solyc08g080380.2
101267370	Solyc11g006960.1
100037507	Solyc06g065630.2
101261160	Solyc09g082970.2
101265151	Solyc08g042140.2
101264947	Solyc07g055490.2
101246861	Solyc01g080050.2
100134892	Solyc03g044380.2
101262817	Solyc06g053160.2
101251794	Solyc07g043060.1
101266906	Solyc03g008010.2
101259190	Solyc01g056780.2
101265499	Solyc02g083570.2
101250813	Solyc06g060790.1
101253733	Solyc01g091100.2
101252105	Solyc01g021640.2
606712	Solyc05g051200.1
543862	Solyc06g063330.2
101259137	Solyc12g099280.1
101252067	Solyc12g098830.1
101248963	Solyc04g008750.2
101259383	Solyc02g021420.2
101245887	Solyc09g091870.1
101268391	Solyc04g080530.2
100316889	Solyc01g091630.2
101246777	Solyc02g090670.2
101263950	Solyc02g021760.2
101266864	Solyc01g079130.1
101250592	Solyc04g011880.1
101258272	Solyc06g069740.1
101267269	Solyc01g096460.2
101265113	Solyc03g098160.2
104645762	Solyc02g083660.1
101263732	Solyc07g066150.1
100736464	Solyc04g054710.2
101256844	Solyc03g005270.2
101249219	Solyc02g014560.2
101264159	Solyc10g009420.2
101259923	Solyc03g097120.2
101249344	Solyc04g012040.2
101245800	Solyc01g099280.2
101264126	Solyc06g008210.2
101247015	Solyc05g005180.2
101253597	Solyc06g069860.2
101267093	Solyc12g010010.1
101248708	Solyc09g059430.2
101263978	Solyc03g043750.2
101267610	Solyc06g008330.1
101263533	Solyc07g062700.2
101246051	Solyc04g082900.2
101266940	Solyc05g008640.1
101251893	Solyc06g073300.1
101262800	Solyc03g113610.2
101255954	Solyc11g062270.1
101261091	Solyc11g042850.1
101259083	Solyc10g011870.2
101246069	Solyc07g056410.2
101254312	Solyc07g021620.1
101265874	Solyc01g110500.2
101256444	Solyc02g080410.2
101263309	Solyc11g010230.1
544102	Solyc11g010230.1
101262275	Solyc11g010230.1
101254197	Solyc11g010230.1
101260594	Solyc11g007960.1
101262267	Solyc02g036440.2
101261290	Solyc02g069850.2
101260281	Solyc10g044740.1
101254162	Solyc11g071490.1
543603	Solyc03g117980.2
101255422	Solyc09g013110.2
101264082	Solyc11g012670.1
101252979	Solyc04g055030.1
101254370	Solyc03g119540.2
101255927	Solyc01g099780.2
101264393	Solyc11g017290.1
101262543	Solyc08g016010.2
101246688	Solyc02g064680.2
101263580	Solyc03g007850.1
101247744	Solyc09g011320.2
101246147	Solyc06g074650.2
101251350	Solyc02g080620.2
101258075	Solyc06g060440.1
101268696	Solyc06g059880.2
101260960	Solyc08g083280.2
101247998	Solyc12g098990.1
101267723	Solyc07g062530.2
101266793	Solyc11g068730.1
543720	Solyc12g009020.1
101247777	Solyc02g082070.2
100301929	Solyc03g113800.2
101250008	Solyc04g015370.2
101255514	Solyc07g061800.2
101253673	Solyc03g117730.2
101254631	Solyc09g055880.1
101265541	Solyc05g007490.2
101261919	Solyc05g008460.2
101246582	Solyc02g089440.2
101251175	Solyc04g011860.1
101256944	Solyc12g005020.1
100527976	Solyc04g056620.1
101249855	Solyc01g079760.2
101255444	Solyc01g111700.1
101248734	Solyc10g078200.1
101258096	Solyc01g060280.2
101262338	Solyc01g006950.2
606711	Solyc04g079730.1
544115	Solyc07g053260.2
101247363	Solyc01g067300.2
101256557	Solyc03g005260.2
544239	Solyc10g086220.1
104645427	Solyc01g110000.2
101261460	Solyc01g101040.2
101263934	Solyc01g056310.2
101257241	Solyc12g009440.1
101253450	Solyc11g044870.1
101262498	Solyc03g121820.2
101246300	Solyc11g005800.1
101254419	Solyc09g059960.2
101247061	Solyc01g067290.2
101266291	Solyc02g083550.1
101259632	Solyc05g013160.2
101255674	Solyc12g088320.1
101263702	Solyc04g082620.2
101246009	Solyc02g082130.1
101267552	Solyc01g058390.2
101266666	Solyc09g063130.2
101250490	Solyc03g119170.2
101250007	Solyc03g113530.2
101249882	Solyc02g072000.2
101255076	Solyc12g099800.1
101255811	Solyc07g051880.1
101253452	Solyc11g067100.1
101252790	Solyc07g056110.2
101254620	Solyc08g066650.2
101267446	Solyc01g065540.2
101263053	Solyc09g030390.2
101264460	Solyc01g086850.2
101251329	Solyc09g090060.2
101251136	Solyc10g074440.1
101249027	Solyc10g011690.2
101261275	Solyc02g014430.2
101249114	Solyc08g080180.1
101253414	Solyc01g057210.2
101244026	Solyc09g005870.1
101258315	Solyc10g079030.1
101259652	Solyc07g064050.2
101255149	Solyc01g111550.2
101256820	Solyc02g094590.2
101245026	Solyc11g070170.1
101251178	Solyc04g077470.2
101248863	Solyc03g114180.2
543923	Solyc07g062970.2
101261291	Solyc11g040150.1
101247812	Solyc04g057980.2
101261702	Solyc03g112520.2
101256959	Solyc12g096370.1
101250983	Solyc04g053120.2
101247056	Solyc09g014750.1
101248153	Solyc10g084140.1
101258238	Solyc03g096980.1
101256843	Solyc11g071390.1
101261467	Solyc01g111350.2
101252561	Solyc12g044840.1
101055525	Solyc04g081070.2
101260386	Solyc10g083460.1
101256724	Solyc01g112210.2
101255229	Solyc08g082260.1
101246078	Solyc01g010940.2
101246129	Solyc04g058110.2
543731	Solyc07g042550.2
101252729	Solyc01g109700.2
101252371	Solyc03g098150.2
101256821	Solyc02g093590.2
101251858	Solyc03g033990.1
101248144	Solyc10g009020.2
104648965	Solyc08g078100.1
101247060	Solyc09g055230.2
101252182	Solyc05g056110.2
101247639	Solyc08g005540.1
101262359	Solyc10g007200.2
101244152	Solyc11g044810.1
101247542	Solyc08g006680.2
101258662	Solyc06g054020.2
101264255	Solyc01g097460.2
101244805	Solyc01g079540.2
101252442	Solyc01g112060.2
101247620	Solyc05g053020.2
101254675	Solyc12g100300.1
101250560	Solyc11g006020.1
101260202	Solyc11g068460.1
101264840	Solyc07g040740.2
101260713	Solyc03g111920.1
101262182	Solyc03g006540.2
101257402	Solyc09g008400.2
101268402	Solyc06g076450.2
101265380	Solyc02g014860.2
101251072	Solyc03g095210.1
101258944	Solyc04g049330.2
101259367	Solyc09g074510.2
101251543	Solyc11g065880.1
543682	Solyc03g114340.2
101244356	Solyc12g089090.1
101245496	Solyc01g094070.2
101267731	Solyc09g015040.1
101258660	Solyc06g036350.2
101252449	Solyc10g086020.1
101252131	Solyc10g086020.1
101257002	Solyc10g086020.1
101257335	Solyc02g065560.1
101255143	Solyc01g104170.2
100134904	Solyc08g007790.2
101251518	Solyc10g005900.2
101260380	Solyc10g005120.1
101266063	Solyc09g009260.2
101251580	Solyc04g081020.2
101245104	Solyc01g111730.2
101260582	Solyc10g049270.1
3950482	Solyc01g102770.1
101267684	Solyc03g033340.2
101258869	Solyc06g083990.2
101262693	Solyc12g018990.1
101263906	Solyc05g009760.1
101252710	Solyc01g009060.2
101258308	Solyc01g099860.2
101246521	Solyc03g115870.2
101245070	Solyc06g060910.1
101259352	Solyc07g062930.2
101254001	Solyc06g048950.2
101266401	Solyc12g049430.1
778234	Solyc12g009560.1
101266891	Solyc11g008290.1
101246220	Solyc03g033690.1
543506	Solyc02g081190.2
101262076	Solyc02g062940.2
104644399	Solyc10g085960.1
101265910	Solyc03g111180.2
101266888	Solyc11g005600.1
101253367	Solyc03g117740.2
101264939	Solyc06g065910.2
101262448	Solyc01g008650.2
101260897	Solyc02g063010.2
101258073	Solyc06g071420.2
101244336	Solyc11g008390.1
101244994	Solyc01g090910.2
543887	Solyc03g114830.2
101250639	Solyc10g045550.1
101249252	Solyc03g098010.2
101257780	Solyc06g068470.2
101252124	Solyc10g005690.2
101266668	Solyc09g075350.2
101258169	Solyc07g049600.2
104648543	Solyc07g065610.1
101263246	Solyc01g081490.2
101251740	Solyc02g078150.2
101252852	Solyc12g042380.1
101249100	Solyc07g053750.1
101258422	Solyc02g094470.2
101245863	Solyc08g013840.2
101257654	Solyc04g025440.2
